episode,reward,length,time
467,10.517028,12,41.027183
468,3.236082,4,41.066669
469,13.606233,15,41.630873
470,4.030723,5,41.679476
471,13.995123,16,41.837115
472,11.281099,14,41.968797
473,7.300223,9,42.054716
474,5.591432,7,42.119236
475,9.512127,11,42.223897
476,13.106178,15,42.370013
477,4.619987,6,42.425688
478,13.717068,15,42.568484
479,12.10722,15,42.706009
480,4.948,6,42.762324
481,12.179103,14,42.893708
482,4.0585,5,42.940697
483,4.860704,6,43.000553
484,5.072724,6,43.056773
485,4.311111,5,43.103882
486,7.611212,10,43.222669
487,9.28923,11,43.32675
488,9.865541,13,43.444282
489,5.900338,7,43.507519
490,6.866505,8,43.582821
491,3.382123,4,43.620901
492,11.322482,15,43.765849
493,7.766153,9,43.847077
494,10.091221,12,43.957785
495,11.78437,16,44.105836
496,6.179259,7,44.170906
497,5.206925,6,44.227502
498,8.578935,10,44.318992
499,7.66709,9,44.406806
500,7.264612,8,44.482053
501,3.394444,4,44.521019
502,10.880811,14,44.669255
503,4.990908,6,44.728704
504,12.051339,14,44.862899
505,5.936352,7,44.930702
506,13.717346,16,45.085712
507,8.688172,11,45.190326
508,6.883522,8,45.266901
509,12.327218,15,45.402942
510,11.833591,15,45.544455
511,6.54562,8,45.618958
512,11.826672,14,45.750434
513,8.376183,10,45.844909
514,7.152749,8,45.923057
515,11.250996,13,46.045701
516,12.85722,15,46.188374
517,12.967346,15,46.354182
518,5.78259,7,46.419977
519,9.363617,11,46.52759
520,4.164166,5,46.577297
521,9.611764,12,46.689594
522,3.220343,4,46.728104
523,4.966166,6,46.784856
524,13.305892,15,46.920321
525,11.772566,13,47.040153
526,4.015769,5,47.088561
527,14.245123,17,47.251014
528,5.000057,6,47.307726
529,14.217345,16,47.465939
530,6.345926,7,47.532048
531,4.133887,5,47.578727
532,8.16602,10,47.670017
533,12.928118,14,47.804374
534,8.095712,9,47.914231
535,8.605208,11,48.015749
536,4.170064,5,48.063657
537,13.522899,15,48.208142
538,10.320706,12,48.322638
539,11.564622,14,48.454588
540,13.995123,16,48.607575
541,12.001157,15,48.746309
542,12.00709,15,48.881675
543,11.802542,16,49.027586
544,8.266903,10,49.121946
545,7.23939,8,49.197308
546,8.432221,10,49.312809
547,6.490243,8,49.389731
548,11.008892,13,49.506286
549,3.243235,4,49.54581
550,7.861215,10,49.642039
551,12.801655,16,49.787975
552,6.634637,8,49.861737
553,7.103676,9,49.944171
554,3.207037,4,49.982854
555,4.034542,5,50.029321
556,14.465444,16,50.183967
557,5.15129,6,50.240339
558,5.739367,7,50.305223
559,3.987991,5,50.352557
560,11.859192,16,50.500512
561,9.529167,12,50.611893
562,3.382123,4,50.649168
563,13.705904,15,50.814508
564,6.961609,8,50.888046
565,4.060367,5,50.936966
566,7.975666,10,51.035717
567,6.908244,8,51.109566
568,6.095051,7,51.175959
569,8.069962,9,51.262897
570,8.198741,10,51.356027
571,6.624734,8,51.427989
572,7.077423,8,51.504044
573,6.152749,7,51.570151
574,4.81814,6,51.625637
575,6.238134,7,51.694432
576,3.114056,4,51.73271
577,11.836655,15,51.87675
578,11.620243,14,52.008093
579,4.209056,5,52.054383
580,10.02042,13,52.176702
581,4.022411,5,52.227458
582,5.095814,6,52.303225
583,13.578457,15,52.446688
584,12.110814,16,52.590265
585,8.941441,10,52.686691
586,6.138857,7,52.751439
587,6.861262,8,52.826576
588,11.687559,13,52.953595
589,6.816765,8,53.029316
590,10.852984,14,53.160993
591,13.409834,15,53.304498
592,5.953986,7,53.368822
593,14.444789,16,53.522967
594,6.900493,8,53.60292
595,6.001443,7,53.668321
596,7.725524,10,53.784161
597,5.07839,6,53.843963
598,14.078455,16,53.991198
599,13.122619,15,54.128824
600,3.898861,5,54.176164
601,13.578457,16,54.322742
602,12.221924,16,54.468346
603,5.579575,7,54.534935
604,11.757434,15,54.671098
605,14.10537,17,54.833108
606,6.983031,8,54.908089
607,13.578457,15,55.052042
608,4.154658,5,55.099924
609,6.448519,8,55.174565
610,11.813376,13,55.320777
611,3.931394,5,55.367252
612,13.366674,15,55.513363
613,9.317339,11,55.616311
614,5.040258,6,55.671851
615,10.415656,12,55.784356
616,4.132123,5,55.831677
617,9.715205,12,55.942605
618,5.975534,7,56.007044
619,9.506074,11,56.112616
620,7.513628,9,56.200756
621,10.759552,15,56.335386
622,8.697313,10,56.426645
623,14.557846,16,56.579406
624,13.225156,16,56.726393
625,5.689949,7,56.793626
626,14.328447,16,56.965575
627,5.022329,6,57.022214
628,3.208304,4,57.060145
629,13.328457,15,57.204378
630,9.623086,12,57.318489
631,11.860757,16,57.461297
632,5.167204,6,57.518085
633,11.465614,13,57.643071
634,7.099102,8,57.718633
635,11.202889,14,57.853656
636,8.114674,11,57.960955
637,14.078457,16,58.110751
638,7.208304,8,58.188216
639,11.166933,15,58.32452
640,12.940553,16,58.492696
641,3.930413,5,58.539389
642,11.012761,13,58.66272
643,9.424013,13,58.786478
644,13.705905,15,58.931729
645,6.205645,7,58.995295
646,12.384011,14,59.129221
647,3.997054,5,59.176834
648,10.686869,14,59.306743
649,5.771308,7,59.372755
650,13.549005,16,59.522688
651,6.183835,7,59.589648
652,7.636387,9,59.673201
653,13.428119,15,59.815996
654,11.484772,13,59.965656
655,9.805733,11,60.074344
656,7.611954,9,60.161836
657,3.2,4,60.200154
658,12.511183,14,60.335744
659,11.227786,13,60.457973
660,7.822206,9,60.541254
661,9.439926,11,60.651929
662,4.174043,5,60.699546
663,11.874759,16,60.842716
664,3.34595,4,60.88109
665,4.793995,6,60.936398
666,4.956925,6,60.993906
667,10.302643,12,61.534967
668,5.166201,6,61.594128
669,7.090093,8,61.673284
670,8.420113,10,61.766943
671,14.446458,16,61.963316
672,11.142211,14,62.108967
673,3.904337,5,62.157058
674,13.972614,16,62.329616
675,11.000266,15,62.464575
676,13.550679,15,62.610547
677,14.078457,16,62.762496
678,12.133616,17,62.9168
679,4.197313,5,62.963883
680,12.390784,17,63.117155
681,12.430072,14,63.270149
682,11.308685,14,63.397096
683,13.495076,15,63.541295
684,4.081454,5,63.589505
685,12.402286,14,63.724741
686,13.745076,15,63.867726
687,11.42688,14,64.002252
688,4.136067,5,64.050388
689,14.41179,16,64.204948
690,12.290789,17,64.357843
691,7.064854,8,64.431692
692,13.249927,16,64.585831
693,7.385991,9,64.671162
694,12.032085,14,64.819787
695,5.927876,7,64.888412
696,14.439558,17,65.042906
