episode,reward,length,time
750,5.708333,7,119.538598
751,9.791667,11,119.728415
752,10.291667,11,119.91781
753,5.916667,7,120.040719
754,10.583333,11,120.225865
755,10.5,11,120.405244
756,10.541667,11,120.595789
757,3.958333,5,120.684742
758,7.041667,9,120.843622
759,5.708333,7,120.964383
760,9.958333,11,121.153665
761,10.208333,11,121.364436
762,9.958333,11,121.558162
763,10.166667,11,121.74429
764,6.708333,8,121.886088
765,8.875,11,122.070026
766,10.541667,11,122.25757
767,8.75,10,122.431086
768,5.666667,7,122.610097
769,10.333333,11,122.799734
770,10.208333,11,122.99226
771,10.083333,11,123.178603
772,1.916667,3,123.238129
773,10.833333,11,123.43004
774,9.958333,11,123.621164
775,10.125,11,123.809902
776,10.458333,11,124.003757
777,10.375,11,124.19532
778,9.416667,11,124.384601
779,10.416667,11,124.572529
780,8.708333,10,124.752752
781,10.583333,11,124.944806
782,9.75,11,125.127682
783,10.5,11,125.320223
784,9.458333,11,125.514611
785,10.458333,11,125.7086
786,10.375,11,125.895868
787,10.5,11,126.090047
788,10.416667,11,126.283949
789,4.791667,6,126.392638
790,10.125,11,126.589109
791,9.416667,11,126.783069
792,10.375,11,126.976378
793,10.875,11,127.165929
794,10.166667,11,127.357673
795,7.458333,9,127.516232
796,10.583333,11,127.711924
797,10.416667,11,127.90131
798,9.958333,11,128.092048
799,10.5,11,128.282167
800,10.041667,11,128.475747
801,10.333333,11,128.690114
802,10.333333,11,128.883592
803,10.541667,11,129.068307
804,9.666667,11,129.259674
805,10.291667,11,129.456248
806,10.458333,11,129.64345
807,10.375,11,129.832728
808,10.125,11,130.028797
809,10.25,11,130.222161
810,6.416667,8,130.360983
811,7.958333,9,130.520253
812,10.333333,11,130.716354
813,1.791667,3,130.775949
814,6.416667,8,130.920565
815,9.875,11,131.116417
816,4.5,6,131.227517
817,9.125,11,131.422907
818,5.708333,7,131.548814
819,9.875,11,131.73879
820,9.708333,11,131.933601
821,3.916667,5,132.027838
822,10.25,11,132.230619
823,9.625,11,132.423211
824,9.833333,11,132.616729
825,10.791667,11,132.80415
826,10.125,11,133.002667
827,9.708333,11,133.200271
828,4.875,6,133.308419
829,10.583333,11,133.499239
830,1.958333,3,133.557763
831,10.583333,11,133.747983
832,9.875,11,133.942055
833,9.875,11,134.139257
834,10.208333,11,134.329122
835,5.75,7,134.457686
836,4.833333,6,134.566278
837,10.833333,11,134.76147
838,10.333333,11,134.950611
839,10.208333,11,135.145279
840,10.166667,11,135.34335
841,10.041667,11,135.539264
842,10.541667,11,135.731713
843,10.625,11,135.919399
844,10.541667,11,136.132172
845,9.625,11,136.330136
846,10.041667,11,136.521932
847,10.208333,11,136.712615
848,10.75,11,136.909308
849,9.083333,11,137.104601
850,9.125,11,137.291335
851,10.291667,11,137.479371
852,9.875,11,137.678236
853,10.083333,11,137.872927
854,10.0,11,138.061411
855,9.25,11,138.255688
856,10.333333,11,138.445906
857,10.541667,11,138.639952
858,10.125,11,138.831763
859,6.666667,8,138.971514
860,10.583333,11,139.165252
861,7.416667,9,139.325794
862,4.916667,6,139.435285
863,10.25,11,139.630243
864,9.958333,11,139.840741
865,8.541667,10,140.068973
866,10.166667,11,140.274368
867,9.833333,11,140.462742
868,9.833333,11,140.659982
869,10.25,11,140.854641
870,1.75,3,140.912856
871,10.625,11,141.103541
872,10.041667,11,141.296342
873,10.375,11,141.488105
874,10.291667,11,141.681841
875,9.958333,11,141.870488
876,10.666667,11,142.061043
877,4.791667,6,142.171485
878,3.791667,5,142.265386
879,10.416667,11,142.455511
880,10.625,11,142.643835
881,10.416667,11,142.833811
882,9.333333,11,143.029474
883,9.916667,11,143.216698
884,5.75,7,143.362083
885,10.833333,11,143.550106
886,10.625,11,143.735375
887,10.0,11,143.929842
888,9.416667,11,144.117229
889,9.833333,11,144.303075
890,10.583333,11,144.496087
891,10.416667,11,144.685747
892,9.875,11,144.870746
893,10.25,11,145.053112
894,7.5,9,145.211946
895,6.625,8,145.355917
896,10.208333,11,145.542366
897,9.416667,11,145.73609
898,5.625,7,145.854224
899,5.75,7,145.976803
900,10.166667,11,146.161077
901,9.583333,11,146.345035
902,9.791667,11,146.53547
903,9.708333,11,146.715798
904,10.166667,11,146.905373
905,5.625,7,147.030109
906,10.875,11,147.221118
907,9.916667,11,147.407247
908,10.5,11,147.591401
909,10.375,11,147.782385
910,9.458333,11,147.9798
911,10.375,11,148.162086
912,10.583333,11,148.347261
913,9.916667,11,148.537655
914,10.208333,11,148.728145
915,10.666667,11,148.916272
916,10.541667,11,149.101366
917,10.416667,11,149.290902
918,5.916667,7,149.422065
919,10.291667,11,149.612401
920,4.708333,6,149.726849
921,10.458333,11,149.910311
922,10.5,11,150.092074
923,10.666667,11,150.284342
924,4.791667,6,150.392298
925,10.0,11,150.582343
926,1.833333,3,150.640122
927,10.25,11,150.830598
928,10.375,11,151.016513
929,9.375,11,151.210118
930,9.75,11,151.417208
931,4.75,6,151.525993
932,9.791667,11,151.729938
933,6.5,8,151.870662
934,10.458333,11,152.060268
935,3.875,5,152.150291
936,10.083333,11,152.341192
937,8.916667,11,152.541738
938,10.166667,11,152.732374
939,5.75,7,152.852689
940,10.291667,11,153.042817
941,9.25,11,153.232441
942,9.125,11,153.440127
943,10.25,11,153.631932
944,9.583333,11,153.826801
945,3.833333,5,153.916654
946,7.291667,9,154.073383
947,10.416667,11,154.260348
948,10.291667,11,154.449035
949,9.583333,11,154.640725
950,9.75,11,154.831312
951,10.458333,11,155.018912
952,5.875,7,155.14459
953,10.458333,11,155.340142
954,10.833333,11,155.527122
955,10.166667,11,155.716972
956,8.791667,10,155.901272
957,5.583333,7,156.027891
958,3.041667,4,156.101454
959,3.083333,4,156.1769
960,3.916667,5,156.27062
961,4.75,6,156.381933
962,3.958333,5,156.475067
963,9.75,11,156.667253
964,10.333333,11,156.858572
965,10.708333,11,157.051175
966,9.875,11,157.247668
967,9.916667,11,157.438538
968,10.166667,11,157.632811
969,10.625,11,157.823075
970,3.083333,4,157.903276
971,10.375,11,158.096649
972,10.416667,11,158.286983
973,8.375,10,158.472483
974,10.291667,11,158.669217
975,10.583333,11,158.856436
976,9.458333,11,159.046469
