episode,reward,length,time
486,29.197703,40,1253.111801
487,30.331402,40,1258.575546
488,31.449034,40,1264.046379
489,30.666194,40,1269.468243
490,27.826903,37,1274.64813
491,4.41683,6,1275.471597
492,29.757424,40,1281.004836
493,29.242758,40,1286.534891
494,21.53207,31,1290.858183
495,28.08433,38,1296.296983
496,29.823407,40,1301.974686
497,29.130812,40,1307.563878
498,27.982348,40,1313.048586
499,14.436444,18,1315.539069
500,28.949574,38,1320.673664
501,8.5789,13,1322.45829
502,29.003606,40,1328.175835
503,29.995311,40,1333.610221
504,30.444561,40,1339.134769
505,2.826895,5,1339.814149
506,15.622845,22,1342.810444
507,29.610941,40,1348.345276
508,29.66653,40,1353.836837
509,21.882824,30,1358.018517
510,31.269897,40,1363.466561
511,28.444268,40,1368.905863
512,20.865155,29,1372.905855
513,29.226356,40,1378.413237
514,30.709594,40,1383.918647
515,26.084083,36,1388.828539
516,24.664735,33,1393.34482
517,30.633374,40,1399.048765
518,31.33629,40,1404.655089
519,1.864609,3,1405.066187
520,1.860979,3,1405.488623
521,28.094035,40,1411.034917
522,21.197529,29,1415.430772
523,31.353608,40,1421.180624
524,31.871906,40,1426.645427
525,29.201968,40,1432.087473
526,4.894148,8,1433.185613
527,12.291841,15,1435.228789
528,7.910966,11,1436.71522
529,10.307168,14,1438.576552
530,29.959838,40,1444.104791
531,8.971979,12,1445.724717
532,10.265192,15,1447.757423
533,27.869332,37,1452.904325
534,13.529288,18,1455.4808
535,22.71637,30,1459.661552
536,5.264473,7,1460.627803
537,30.827454,40,1466.305767
538,32.713858,40,1471.923413
539,25.04251,33,1476.465383
540,19.864593,26,1480.060612
541,21.538326,30,1484.107014
542,29.862717,39,1489.602072
543,19.889666,27,1493.457246
544,7.358359,10,1494.838017
545,30.269905,40,1500.457842
546,32.123707,40,1506.046509
547,30.960815,40,1511.646251
548,30.439979,40,1517.153762
549,14.086408,19,1519.843576
550,30.113786,40,1525.392758
551,30.330235,40,1530.829732
552,16.400803,22,1533.845568
553,33.716366,40,1539.291552
554,30.951548,40,1544.949669
555,3.664817,5,1545.842945
556,5.774008,7,1546.896742
557,3.783013,6,1547.752868
558,15.665778,21,1550.781366
559,30.047515,40,1556.407337
560,23.583033,32,1560.801377
561,30.160662,40,1566.446383
562,5.461867,7,1567.379571
563,30.481504,40,1572.959589
564,21.840134,32,1577.379567
565,30.886233,40,1582.829935
566,31.29037,40,1588.393127
567,11.817077,16,1590.627474
568,30.60126,40,1596.145514
569,30.624496,40,1601.850139
570,30.5829,40,1607.282029
571,6.265307,9,1608.491798
572,29.332871,40,1613.948983
573,30.288886,40,1619.40785
574,26.469843,38,1624.632347
575,21.138592,29,1628.618406
576,29.870398,40,1634.332989
577,16.664493,22,1637.434866
578,31.26933,40,1642.858725
579,31.093441,40,1648.35375
580,29.560666,40,1653.782368
581,19.630907,27,1657.499757
582,25.578894,35,1662.310699
583,30.424451,40,1667.796491
584,17.969282,25,1671.245046
585,10.906518,14,1673.186731
586,31.8463,40,1678.662278
587,8.978562,13,1680.461703
588,23.639521,31,1684.681482
589,27.952287,37,1689.794877
590,30.692256,40,1695.30249
591,7.337192,10,1697.051768
592,30.537364,40,1702.623647
593,30.536531,40,1707.973327
594,30.713595,40,1713.914399
595,23.225957,31,1718.312206
596,16.623685,24,1721.883338
597,13.327531,17,1724.490602
598,30.405218,40,1730.155967
599,30.24627,40,1735.771998
600,28.534022,40,1741.275679
601,25.713718,34,1746.055648
602,19.691175,27,1749.77225
603,1.823678,3,1750.210729
604,19.112029,26,1753.738645
605,31.911377,40,1759.251459
606,30.33086,40,1764.844637
607,21.937085,29,1768.81456
608,20.72805,26,1772.426858
609,30.046886,40,1778.032528
610,9.329444,13,1779.802196
611,29.624992,40,1785.437478
612,30.237975,40,1791.102458
613,23.708585,32,1795.539856
614,31.33347,40,1801.30571
615,24.625866,34,1806.069742
616,31.960137,40,1811.74662
617,15.457869,21,1814.677202
618,25.204031,37,1819.851799
619,7.027478,10,1821.264859
620,29.192076,40,1826.765691
621,30.419704,40,1832.250123
622,29.71637,40,1837.748382
623,27.240802,37,1842.872596
624,6.716435,10,1844.251957
625,4.937896,8,1845.373714
626,28.116256,40,1851.002256
627,31.555399,40,1856.633952
628,30.795837,40,1862.091538
629,24.637801,32,1866.590297
630,31.221506,40,1872.016353
631,19.089565,27,1875.764843
632,26.248471,37,1880.792839
633,31.043904,40,1886.385369
634,13.173435,16,1888.665337
635,30.136759,40,1894.729985
636,22.733892,30,1899.049141
637,13.118492,17,1901.510755
638,29.8007,40,1907.264922
639,29.578263,40,1913.12577
640,26.226097,38,1918.474192
641,15.817958,22,1921.443902
642,19.797964,29,1925.471099
643,29.936527,40,1930.965469
644,4.825518,7,1932.06322
645,26.37787,36,1937.153577
646,31.934213,40,1942.792522
647,14.353943,18,1945.248869
648,29.355844,40,1951.145749
649,21.062207,28,1955.056137
650,30.22362,40,1960.563433
651,29.109836,40,1966.106875
652,8.181376,12,1967.778779
653,15.202903,21,1970.898551
654,31.73856,40,1976.802316
655,10.105857,13,1978.687862
656,30.381011,40,1984.524453
657,6.018211,8,1986.247162
658,29.331198,40,1991.995029
659,19.446865,27,1995.907411
660,21.416506,28,1999.977303
661,7.307355,10,2001.366873
662,6.036493,8,2002.525796
663,33.000958,40,2008.088503
664,16.13075,23,2011.304319
665,4.294992,7,2012.260839
666,15.41574,20,2014.977209
667,29.862023,40,2020.492083
668,28.649681,40,2026.104679
669,11.691981,17,2028.495461
670,14.688187,20,2031.395481
671,30.245692,40,2037.014311
672,33.3584,40,2042.597472
673,28.057725,36,2047.572928
674,27.906306,37,2052.87435
675,27.514318,35,2057.810201
676,29.404004,40,2063.488339
677,33.136537,40,2069.099398
678,29.018595,39,2074.536884
679,11.592987,16,2076.730091
680,33.201219,40,2082.378576
681,27.489017,38,2087.794197
682,31.155003,40,2093.306582
683,29.671926,40,2098.848022
684,2.772656,4,2099.399672
685,7.648204,11,2100.926408
686,12.07135,17,2103.281993
687,9.533441,13,2105.098493
688,8.021777,11,2106.63438
689,32.280374,40,2112.142486
690,29.160027,40,2117.624617
691,30.692401,40,2123.102863
692,10.337353,14,2125.024131
693,28.91342,40,2130.516793
694,4.399201,6,2131.380192
695,4.44892,7,2132.359772
696,31.649703,40,2137.852046
697,25.819497,37,2142.946611
698,30.514997,40,2148.468524
699,7.360795,11,2149.999799
700,11.069867,14,2151.954634
701,31.002128,40,2157.477401
702,29.026899,40,2163.048564
703,9.137927,13,2164.796616
704,19.740921,26,2168.359673
705,32.025986,40,2173.871013
706,32.960815,40,2179.530678
707,16.715701,23,2182.775071
708,14.034251,17,2185.178009
709,23.358628,31,2189.665449
